"","obs","pred"
"607759",9.61,18.3760252481634
"657035",27.87,19.9048454563045
"694604",6.82,14.4648560262095
"748754",26.43,15.9531016927794
"789566",23.4,20.563856236245
"814949",3.19,13.2313747193521
"821839",23.09,24.3561147879175
"851870",10.8,15.684336204636
"872400",7.23,17.2485678778852
"915856",9.56,18.3047307423172
"916549",12.21,17.7623886093626
"938105",23.94,21.8234059918689
"965676",21.39,24.4191186284674
"973710",31.7,12.7610485250495
"987427",32.57,17.1629684067961
"101013",16.31,12.4434352731812
"107889",26.67,9.66739431191323
"205444",21.39,16.71373962936
"214456",9.36,10.7416858570207
"225770",26.75,20.0189426352858
"264783",25.27,26.0137563072732
"308811",30.19,19.1061736131185
"350534",15.82,8.89628967974536
"362517",16.22,20.4468857336352
"378469",3.22,9.55991683218227
"384682",18.02,19.771858948797
"390573",6.73,7.25752533300455
"401992",9.68,20.0288767859617
"411865",5.45,15.490493840729
"416227",20.54,16.8456339751781
"421413",6.94,12.719522284683
"425195",12.85,12.7744486877513
"429234",6.05,10.8274550874373
"440871",5.25,9.67406979685333
"498553",25.79,19.4982314578766
"514023",19.09,18.0379901535826
"516917",17.91,22.4766312355428
"538977",14.13,14.8712523850189
"545667",14.46,15.5647388690977
"573015",13.63,20.9910971887335
"621635",6.01,10.174907004537
"659715",5.47,9.95614834701327
"703943",30.32,14.7969961007145
"714027",22.69,18.4340964430287
"721729",17.19,15.3255009202499
"734962",6.84,11.8321428695261
"753068",12.76,21.6371387612587
"759010",5.96,6.00972711894057
"765757",2.23,9.64590449177588
"784766",14.62,17.1402819457609
"799033",18.48,11.1354395230896
"820694",22.2,20.2540227323144
"824476",6.63,18.8087016840198
"846280",16.87,19.5072594925729
"854094",19.58,16.9823283064646
"930173",10.79,10.9546819783642
"949964",14.75,16.9340443568543
"985170",10.97,18.6990809666055
"991902",19.88,14.3722063242467
"132848",6,14.1355075386624
"143730",10.61,9.13088535678747
"169778",24.67,16.9184043679745
"171545",32.92,19.4517268698819
"181260",28.78,16.4044174259866
"184452",19.09,16.8900963652067
"197059",17.66,14.5503516598062
"224057",6.37,7.96489628475218
"230479",5.61,5.48618669615787
"233232",6.72,10.9911297333049
"239667",13.39,19.08095878764
"307339",6.7,14.129707909926
"339284",19.61,16.9878846878649
"387879",10.15,15.2171093752459
"427146",13.02,15.6619681920689
"436457",11.16,16.576032219342
"462928",11.99,21.9822303499693
"471788",8.31,18.0356717042252
"472789",21.55,17.0853748385287
"482305",12.04,19.7234431087542
"506700",23.08,19.707933923123
"519446",4.19,15.8311759340151
"533621",6.7,10.3205626459596
"539068",25.54,19.4516296505726
"554271",20.33,15.8267188506355
"636300",21.37,20.6082261404152
"691534",18.47,16.4619983281761
"692563",23.46,17.4614957031195
"698443",12.06,13.2583000083596
"709288",19.82,12.1356570196339
"710992",22.27,14.4302653786066
"731392",18.62,11.3893761453429
"746016",37.79,22.5689431673967
"778292",4.07,9.92653147923762
"779710",18.73,17.8358927634506
"792092",19.43,21.5061621409915
"857471",25.87,16.9735162231945
"874905",17.53,14.8425882426648
"957723",3.83,8.95923018743764
