"","obs","pred"
"488423",17.92,14.0491377302071
"504586",15.07,13.5644135490699
"511582",10.31,11.4600750881045
"530919",16.24,13.8396104748796
"535210",12.72,11.3966494618185
"569382",14.28,12.9335497608965
"572863",7.14,8.74343471417121
"585670",3.82,8.47711328125359
"607759",8.63,10.6802678544915
"657035",11.78,14.9501348759279
"694604",7.54,9.8982156813303
"748754",10.8,10.4443772276421
"789566",11.31,13.1378207404832
"814949",9.32,9.52468655532308
"821839",15.69,14.1813634002556
"851870",8.8,10.9246004613431
"872400",13.71,11.2216225632969
"915856",15.64,11.7162448777939
"916549",9.89,10.9333963071593
"938105",16.24,13.6061435889967
"965676",13.95,14.6981236976734
"973710",8.54,9.90887551967418
"987427",10.95,10.6228076829073
"101013",9.26,9.9588654976553
"107889",8.6,9.73406900658655
"205444",16.61,11.7053338742979
"214456",12.88,9.33650684691922
"225770",12.2,13.1958552648601
"264783",19.49,14.4289145463315
"308811",16.26,11.9546059548321
"350534",13.49,8.32026806034638
"362517",15.1,13.6534951587695
"378469",12.49,8.45129657539377
"384682",15.83,12.3710928024464
"390573",6.22,8.90159977470973
"401992",17.92,12.2664699867235
"411865",10.59,10.8196179177765
"416227",8.99,11.1978924990193
"421413",10.38,9.29217343420573
"425195",11.46,10.082261787492
"429234",12.47,9.03945313697115
"440871",8.26,9.25553981853754
"498553",14.35,13.0527294302226
"514023",15.55,11.5971149166934
"516917",13.67,13.7928210970599
"538977",10.63,10.3611191551639
"545667",12.37,10.5320449992828
"573015",16.23,12.3268727795188
"621635",14.22,8.77558083655678
"659715",7.23,8.224360093127
"703943",13.74,10.6084015035629
"714027",16.32,11.380477973227
"721729",9.88,10.6914630495983
"734962",4.98,9.30571884080489
"753068",14.53,12.1260961912814
"759010",6.58,8.24754046056004
"765757",9.2,8.35172115931964
"784766",10.57,10.286149958495
"799033",6.58,9.35449652242131
"820694",9.02,13.3757060291288
"824476",10.61,12.1162894206516
"846280",14.3,12.6018815192519
"854094",11.34,12.892845078018
"949964",9.77,10.5503479011078
"985170",15.22,12.3228541218533
"991902",1.76,10.2312444273364
"132848",7.97,9.56065648198913
"143730",11.58,8.84681757452604
"169778",13.56,10.764801200088
"171545",8.84,13.0673488136352
"181260",9.55,10.8822438241636
"184452",7.81,12.9336072198336
"197059",8.84,10.7052987754546
"224057",10.82,8.10981818814423
"230479",8.46,7.4369904948304
"233232",9.23,9.16224695348499
"239667",13.64,11.6011717704101
"307339",10.41,9.14823090396144
"339284",9.32,11.2248699939489
"387879",6.47,10.2555238862049
"427146",10.58,10.3280827671328
"436457",8.72,10.7703840287313
"462928",12.43,13.0000841024843
"471788",9.11,12.521579556544
"472789",13.02,11.3537620274134
"482305",11.14,12.2067211096313
"506700",9.91,11.7995876540762
"519446",7.99,10.0427082277034
"533621",10.31,9.32154590594362
"539068",16.49,12.6825862571704
"554271",7.78,11.2971754128975
"633482",18.24,11.2555095933318
"636300",14.08,13.1218699883256
"667335",10.15,10.3905213647602
"691534",14.21,11.0407601271722
"692563",10.45,11.1991509110756
"698443",9.91,10.1996529318584
"709288",9.55,9.29187931328851
"710992",7.59,9.54550035857422
"731392",8.81,9.76719324422904
"746016",14.12,13.4148029545715
"778292",9.89,8.49800749927084
"779710",8.47,12.372523192824
"792092",12.4,13.9101222205529
"857471",10.3,11.5375957121209
"874905",17.31,11.0330697501127
"957723",7.3,9.37257433144936
